time,Open,High,Low,Close,Volume,spread,Real_Volume,EMA_50,EMA_200,RSI,MACD,MACD_Signal,MACD_Histogram,BB_High,BB_Low,BB_Middle,ATR,Ichimoku_Conversion,Ichimoku_Base,Ichimoku_A,Ichimoku_B,Chikou_Span,Stochastic_RSI,ADX
2023-06-02 07:00:00,1.0768,1.07686,1.0762,1.07631,1080,0,0,,,,,,,,,,0.0,,,,1.07653,1.06938,,0.0
2023-06-02 08:00:00,1.07631,1.07723,1.0762,1.07713,1369,0,0,,,,,,,,,,0.0,,,,1.076715,1.06899,,0.0
2023-06-02 09:00:00,1.07718,1.0779,1.07661,1.07708,2131,0,0,,,,,,,,,,0.0,,,,1.07705,1.0696,,0.0
2023-06-02 10:00:00,1.07712,1.0776,1.07602,1.07621,2955,0,0,,,,,,,,,,0.0,,,,1.0769600000000001,1.06922,,0.0
2023-06-02 11:00:00,1.07619,1.07772,1.07602,1.07743,2229,0,0,,,,,,,,,,0.0,,,,1.0769600000000001,1.06929,,0.0
2023-06-02 12:00:00,1.07743,1.0777,1.07603,1.07673,2345,0,0,,,,,,,,,,0.0,,,,1.0769600000000001,1.06897,,0.0
2023-06-02 13:00:00,1.07672,1.0775,1.07656,1.07673,1829,0,0,,,,,,,,,,0.0,,,,1.0769600000000001,1.06791,,0.0
2023-06-02 14:00:00,1.07674,1.07694,1.07577,1.07577,1809,0,0,,,,,,,,,,0.0,,,,1.076835,1.0681,,0.0
2023-06-02 15:00:00,1.07577,1.07673,1.07347,1.07474,4935,0,0,,,,,,,,,,0.0,1.075685,,,1.075685,1.07108,,0.0
2023-06-02 16:00:00,1.0748,1.0771,1.07404,1.07422,4647,0,0,,,,,,,,,,0.0,1.075685,,,1.075685,1.07207,,0.0
2023-06-02 17:00:00,1.07426,1.07498,1.07213,1.07234,4462,0,0,,,,,,,,,,0.0,1.075015,,,1.075015,1.07116,,0.0
2023-06-02 18:00:00,1.07235,1.07298,1.07176,1.07232,2768,0,0,,,,,,,,,,0.0,1.07474,,,1.07483,1.0713,,0.0
2023-06-02 19:00:00,1.07232,1.07236,1.07086,1.07101,1846,0,0,,,,,,,,,,0.0,1.07429,,,1.0743800000000001,1.07138,,0.0
2023-06-02 20:00:00,1.07102,1.07158,1.07075,1.07102,1662,0,0,,,15.573358161128354,,,,,,,0.001625714285714262,1.0742250000000002,,,1.074325,1.07125,,0.0
2023-06-02 21:00:00,1.07102,1.07153,1.07058,1.07124,1707,0,0,,,18.657443716991665,,,,,,,0.0015774489795918154,1.07404,,,1.07424,1.07122,,0.0
2023-06-02 22:00:00,1.07124,1.07144,1.07065,1.07079,1123,0,0,,,17.26793337679544,,,,,,,0.001521202623906675,1.0738400000000001,,,1.07424,1.07116,,0.0
